CASE ID,remaining_time,TEST,Events from start,Events from end
1,14.350527,11.953055555555556,1,4
1,13.606426,11.930891203703704,2,3
1,13.954228,4.753900462962963,3,2
1,4.27784,2.9614814814814814,4,1
3,14.318178,34.1868287037037,1,15
3,14.585339,32.196979166666665,2,14
3,14.996293,32.10576388888889,3,13
3,15.264693,32.10050925925926,4,12
3,13.452641,32.097685185185185,5,11
3,11.415643,24.970636574074074,6,10
3,12.245061,24.85445601851852,7,9
3,11.537648,20.90855324074074,8,8
3,11.846371,17.847962962962963,9,7
3,4.417371,10.218206018518519,10,6
3,10.285349,8.885173611111112,11,5
3,11.3242655,6.141342592592593,12,4
3,9.395279,3.0482175925925925,13,3
3,10.814203,2.947210648148148,14,2
3,3.7696958,2.284525462962963,15,1
4,14.312886,0.056805555555555554,1,1
6,14.322559,30.950011574074075,1,3
6,14.644666,30.897291666666668,2,2
6,14.967164,21.647164351851853,3,1
8,14.329267,11.971782407407407,1,4
8,14.663852,11.941018518518518,2,3
8,14.98999,4.768877314814815,3,2
8,4.351621,2.9245833333333335,4,1
10,14.348802,9.213645833333333,1,9
10,13.7273245,9.212233796296296,2,8
10,13.33103,9.205266203703705,3,7
10,8.1470585,6.070023148148148,4,6
10,9.696744,4.276875,5,5
10,4.5274377,0.2655092592592593,6,4
10,3.1317778,0.2558449074074074,7,3
10,2.9071991,0.1985763888888889,8,2
10,2.9718163,0.0876736111111111,9,1
11,7.510279,2.1499189814814814,1,6
11,7.6263175,2.144039351851852,2,5
11,14.311815,2.0980555555555553,3,4
11,14.731764,2.0738310185185185,4,3
11,14.813502,2.022951388888889,5,2
11,15.1601,0.1768287037037037,6,1
18,7.4959598,2.055636574074074,1,9
18,14.393815,2.032824074074074,2,8
18,14.806061,2.0327083333333333,3,7
18,14.877499,2.030497685185185,4,6
18,15.170265,2.0241782407407407,5,5
18,15.299447,2.0047569444444444,6,4
18,15.307463,2.0035185185185185,7,3
18,15.321966,2.0014583333333333,8,2
18,15.323919,1.9972106481481482,9,1
19,14.364316,9.795532407407407,1,3
19,14.640865,9.74275462962963,2,2
19,4.3185515,3.9161689814814813,3,1
20,14.376262,12.947222222222223,1,17
20,14.697869,12.936539351851852,2,16
20,14.988461,11.063449074074073,3,15
20,15.227721,10.208518518518519,4,14
20,15.326622,10.045335648148148,5,13
20,15.329228,9.855011574074075,6,12
20,15.336658,9.19193287037037,7,11
20,15.334381,9.0253125,8,10
20,15.337709,8.826041666666667,9,9
20,15.336973,8.187152777777778,10,8
20,15.34107,7.215532407407407,11,7
20,15.338254,6.824120370370371,12,6
20,15.341416,6.1363310185185185,13,5
20,15.344116,0.02568287037037037,14,4
20,15.343563,0.024791666666666667,15,3
20,15.342625,0.0015162037037037036,16,2
20,4.395224,0.0011805555555555556,17,1
23,14.364015,5.171018518518519,1,11
23,14.66767,5.169317129629629,2,10
23,14.971747,3.2942939814814816,3,9
23,15.255589,2.4705092592592592,4,8
23,15.322837,2.320173611111111,5,7
23,15.327378,2.1490625,6,6
23,15.332018,1.4802314814814814,7,5
23,15.333022,1.423148148148148,8,4
23,15.334861,1.2822800925925926,9,3
23,15.333445,1.0841898148148148,10,2
23,15.337608,0.45405092592592594,11,1
27,14.217616,43.14641203703704,1,42
27,14.279627,42.92622685185185,2,41
27,14.695453,42.11743055555556,3,40
27,15.207278,41.964363425925924,4,39
27,15.310471,41.81634259259259,5,38
27,15.325542,41.81611111111111,6,37
27,15.332455,41.813043981481485,7,36
27,15.335652,41.80077546296296,8,35
27,15.339161,34.67195601851852,9,34
27,15.332509,33.83545138888889,10,33
27,15.332649,32.7503587962963,11,32
27,4.470742,29.05648148148148,12,31
27,2.8327837,26.97605324074074,13,30
27,2.7324157,26.923182870370372,14,29
27,2.7702663,26.717280092592592,15,28
27,2.8061562,26.139375,16,27
27,2.8259087,24.74508101851852,17,26
27,2.8486774,22.093668981481482,18,25
27,2.8718073,18.94494212962963,19,24
27,2.904935,18.20824074074074,20,23
27,2.9761603,18.125324074074076,21,22
