CASE ID,case_cost,TEST,Events from start,Events from end
201710000981,13.717387,15.910000000000002,1,10
201710000981,13.85739,15.910000000000002,2,9
201710000981,13.91854,15.910000000000002,3,8
201710000981,13.925601,15.910000000000002,4,7
201710000981,14.653671,15.910000000000002,5,6
201710000981,14.6079445,15.910000000000002,6,5
201710000981,16.015392,15.910000000000002,7,4
201710000981,16.066534,15.910000000000002,8,3
201710000981,16.140001,15.910000000000002,9,2
201710000981,16.490444,15.910000000000002,10,1
201710001376,19.656996,27.800000000000004,1,6
201710001376,19.844961,27.800000000000004,2,5
201710001376,19.85606,27.800000000000004,3,4
201710001376,19.863396,27.800000000000004,4,3
201710001376,19.832108,27.800000000000004,5,2
201710001376,36.60456,27.800000000000004,6,1
201710002089,19.658388,19.800000000000004,1,5
201710002089,19.829798,19.800000000000004,2,4
201710002089,19.856379,19.800000000000004,3,3
201710002089,19.863234,19.800000000000004,4,2
201710002089,19.832184,19.800000000000004,5,1
201710002102,8.29238,8.11,1,5
201710002102,8.308488,8.11,2,4
201710002102,8.418513,8.11,3,3
201710002102,8.339149,8.11,4,2
201710002102,8.331665,8.11,5,1
201710002200,12.288063,9.51,1,7
201710002200,12.585024,9.51,2,6
201710002200,13.084029,9.51,3,5
201710002200,13.232936,9.51,4,4
201710002200,14.482432,9.51,5,3
201710002200,14.513864,9.51,6,2
201710002200,14.387371,9.51,7,1
201710002376,19.656733,19.800000000000004,1,5
201710002376,19.845057,19.800000000000004,2,4
201710002376,19.856436,19.800000000000004,3,3
201710002376,19.863457,19.800000000000004,4,2
201710002376,19.83209,19.800000000000004,5,1
201710002452,19.658781,24.51,1,8
201710002452,14.959085,24.51,2,7
201710002452,14.965376,24.51,3,6
201710002452,14.944453,24.51,4,5
201710002452,16.298033,24.51,5,4
201710002452,16.247448,24.51,6,3
201710002452,16.937614,24.51,7,2
201710002452,22.389515,24.51,8,1
201710002672,8.28481,8.11,1,5
201710002672,8.302831,8.11,2,4
201710002672,8.511675,8.11,3,3
201710002672,8.384696,8.11,4,2
201710002672,8.332519,8.11,5,1
201710002691,13.377706,8.11,1,5
201710002691,13.361958,8.11,2,4
201710002691,12.500833,8.11,3,3
201710002691,12.145959,8.11,4,2
201710002691,12.303778,8.11,5,1
201710002850,19.656794,19.800000000000004,1,5
201710002850,19.845673,19.800000000000004,2,4
201710002850,19.856293,19.800000000000004,3,3
201710002850,19.863483,19.800000000000004,4,2
201710002850,19.83213,19.800000000000004,5,1
201710003122,13.336202,14.51,1,8
201710003122,13.334385,14.51,2,7
201710003122,13.411229,14.51,3,6
201710003122,13.3847065,14.51,4,5
201710003122,14.589653,14.51,5,4
201710003122,14.5097885,14.51,6,3
201710003122,14.559771,14.51,7,2
201710003122,14.669529,14.51,8,1
201710004294,19.660534,19.800000000000004,1,5
201710004294,19.845728,19.800000000000004,2,4
201710004294,19.856102,19.800000000000004,3,3
201710004294,19.863514,19.800000000000004,4,2
201710004294,19.832186,19.800000000000004,5,1
201710004986,19.658411,19.800000000000004,1,5
201710004986,19.845375,19.800000000000004,2,4
201710004986,19.856157,19.800000000000004,3,3
201710004986,19.863327,19.800000000000004,4,2
201710004986,19.832026,19.800000000000004,5,1
201710005100,19.659021,16.51,1,7
201710005100,14.953679,16.51,2,6
201710005100,14.964542,16.51,3,5
201710005100,14.962825,16.51,4,4
201710005100,16.268955,16.51,5,3
201710005100,16.24727,16.51,6,2
201710005100,16.765833,16.51,7,1
201710006999,8.292538,8.11,1,5
201710006999,8.308597,8.11,2,4
201710006999,8.29875,8.11,3,3
201710006999,8.39683,8.11,4,2
201710006999,8.335666,8.11,5,1
201710007539,8.291568,9.51,1,7
201710007539,8.307886,9.51,2,6
201710007539,8.297762,9.51,3,5
201710007539,8.322706,9.51,4,4
201710007539,10.135441,9.51,5,3
201710007539,10.778073,9.51,6,2
201710007539,10.022582,9.51,7,1
201711001064,19.661022,19.800000000000004,1,5
201711001064,19.848047,19.800000000000004,2,4
201711001064,19.856625,19.800000000000004,3,3
201711001064,19.863506,19.800000000000004,4,2
201711001064,19.832193,19.800000000000004,5,1
201711001297,19.662249,19.800000000000004,1,5
201711001297,19.847048,19.800000000000004,2,4
201711001297,19.856228,19.800000000000004,3,3
201711001297,19.863623,19.800000000000004,4,2
201711001297,19.832197,19.800000000000004,5,1
201711001781,19.662903,19.800000000000004,1,5
201711001781,19.84934,19.800000000000004,2,4
201711001781,19.856346,19.800000000000004,3,3
201711001781,19.863558,19.800000000000004,4,2
201711001781,19.832212,19.800000000000004,5,1
201711001832,19.656822,27.800000000000004,1,6
201711001832,19.829355,27.800000000000004,2,5
201711001832,19.856121,27.800000000000004,3,4
201711001832,19.86334,27.800000000000004,4,3
201711001832,19.832176,27.800000000000004,5,2
201711001832,36.55178,27.800000000000004,6,1
201711002306,19.659452,17.2,1,1
201711002334,8.290693,8.11,1,5
201711002334,8.306998,8.11,2,4
201711002334,8.296063,8.11,3,3
201711002334,8.321194,8.11,4,2
201711002334,8.331446,8.11,5,1
201711002354,19.65922,27.800000000000004,1,6
201711002354,19.841545,27.800000000000004,2,5
201711002354,19.857195,27.800000000000004,3,4
201711002354,19.863379,27.800000000000004,4,3
201711002354,19.832214,27.800000000000004,5,2
201711002354,36.570515,27.800000000000004,6,1
201711002561,8.289706,9.51,1,7
201711002561,8.306451,9.51,2,6
201711002561,8.29634,9.51,3,5
201711002561,8.321723,9.51,4,4
201711002561,9.868954,9.51,5,3
201711002561,9.841422,9.51,6,2
201711002561,9.7662735,9.51,7,1
201711002728,8.292471,8.11,1,5
201711002728,8.308555,8.11,2,4
201711002728,8.29854,8.11,3,3
201711002728,8.322832,8.11,4,2
201711002728,8.300925,8.11,5,1
201711002732,8.292001,8.11,1,5
201711002732,8.308013,8.11,2,4
201711002732,8.29765,8.11,3,3
201711002732,8.321237,8.11,4,2
201711002732,8.291885,8.11,5,1
201711003530,19.659624,17.2,1,1
201711004406,19.657505,19.800000000000004,1,5
201711004406,19.845228,19.800000000000004,2,4
201711004406,19.856812,19.800000000000004,3,3
201711004406,19.863382,19.800000000000004,4,2
201711004406,19.832071,19.800000000000004,5,1
201711004779,8.292005,8.11,1,5
201711004779,8.30808,8.11,2,4
201711004779,8.298279,8.11,3,3
201711004779,8.323119,8.11,4,2
201711004779,8.333021,8.11,5,1
201711005034,19.657034,19.800000000000004,1,5
201711005034,19.844944,19.800000000000004,2,4
201711005034,19.856138,19.800000000000004,3,3
201711005034,19.86343,19.800000000000004,4,2
201711005034,19.83213,19.800000000000004,5,1
201711005290,8.29267,19.710000000000004,1,11
201711005290,8.308728,19.710000000000004,2,10
201711005290,8.298659,19.710000000000004,3,9
201711005290,8.322628,19.710000000000004,4,8
201711005290,9.855847,19.710000000000004,5,7
201711005290,9.834032,19.710000000000004,6,6
201711005290,9.760784,19.710000000000004,7,5
201711005290,17.485273,19.710000000000004,8,4
201711005290,21.604883,19.710000000000004,9,3
201711005290,22.424974,19.710000000000004,10,2
201711005290,22.823643,19.710000000000004,11,1
201711005315,13.317286,9.51,1,7
201711005315,13.385853,9.51,2,6
201711005315,13.3966465,9.51,3,5
201711005315,13.382599,9.51,4,4
201711005315,13.728577,9.51,5,3
201711005315,13.769263,9.51,6,2
201711005315,13.78157,9.51,7,1
201711005587,8.290787,8.11,1,5
201711005587,8.308144,8.11,2,4
201711005587,8.298286,8.11,3,3
201711005587,8.370633,8.11,4,2
201711005587,8.329387,8.11,5,1
201711006032,19.660301,15.110000000000005,1,5
201711006032,14.95144,15.110000000000005,2,4
201711006032,14.960116,15.110000000000005,3,3
201711006032,14.952891,15.110000000000005,4,2
201711006032,15.044528,15.110000000000005,5,1
201711006053,19.659376,19.800000000000004,1,5
201711006053,19.84633,19.800000000000004,2,4
201711006053,19.856539,19.800000000000004,3,3
201711006053,19.8636,19.800000000000004,4,2
201711006053,19.832214,19.800000000000004,5,1
201711006228,19.656986,19.800000000000004,1,5
201711006228,19.829601,19.800000000000004,2,4
201711006228,19.856014,19.800000000000004,3,3
201711006228,19.863268,19.800000000000004,4,2
201711006228,19.832163,19.800000000000004,5,1
201711006685,13.295942,12.310000000000002,1,11
201711006685,13.324218,12.310000000000002,2,10
201711006685,13.622703,12.310000000000002,3,9
201711006685,13.63237,12.310000000000002,4,8
201711006685,14.589555,12.310000000000002,5,7
201711006685,14.509642,12.310000000000002,6,6
201711006685,15.951799,12.310000000000002,7,5
201711006685,15.941562,12.310000000000002,8,4
201711006685,16.460176,12.310000000000002,9,3
201711006685,17.116684,12.310000000000002,10,2
201711006685,17.637959,12.310000000000002,11,1
201711006742,19.657072,19.800000000000004,1,5
201711006742,19.845676,19.800000000000004,2,4
201711006742,19.855993,19.800000000000004,3,3
201711006742,19.863537,19.800000000000004,4,2
201711006742,19.832138,19.800000000000004,5,1
201711006992,12.341334,13.11,1,6
201711006992,12.671841,13.11,2,5
201711006992,12.797464,13.11,3,4
201711006992,12.787158,13.11,4,3
201711006992,12.670358,13.11,5,2
201711006992,13.012758,13.11,6,1
201711007121,8.292495,8.11,1,5
201711007121,8.308661,8.11,2,4
201711007121,8.298609,8.11,3,3
201711007121,8.403553,8.11,4,2
201711007121,8.338846,8.11,5,1
201711007648,19.661339,27.800000000000004,1,6
201711007648,19.848356,27.800000000000004,2,5
201711007648,19.856256,27.800000000000004,3,4
201711007648,19.863571,27.800000000000004,4,3
201711007648,19.83219,27.800000000000004,5,2
201711007648,36.6002,27.800000000000004,6,1
201711007735,8.292146,8.11,1,5
201711007735,8.308188,8.11,2,4
201711007735,8.299209,8.11,3,3
201711007735,8.396049,8.11,4,2
201711007735,8.340721,8.11,5,1
201711007923,12.341965,9.51,1,7
201711007923,12.527755,9.51,2,6
201711007923,12.759495,9.51,3,5
201711007923,12.793034,9.51,4,4
201711007923,12.939006,9.51,5,3
201711007923,13.235786,9.51,6,2
201711007923,13.342464,9.51,7,1
201711008373,13.351061,14.51,1,8
201711008373,13.475938,14.51,2,7
201711008373,13.476137,14.51,3,6
201711008373,13.466876,14.51,4,5
201711008373,14.591325,14.51,5,4
201711008373,14.523894,14.51,6,3
201711008373,14.552389,14.51,7,2
201711008373,14.693838,14.51,8,1
201712000143,8.290352,11.520000000000005,1,7
201712000143,8.306644,11.520000000000005,2,6
201712000143,8.297262,11.520000000000005,3,5
201712000143,12.572449,11.520000000000005,4,4
201712000143,14.242717,11.520000000000005,5,3
201712000143,14.84004,11.520000000000005,6,2
201712000143,13.080974,11.520000000000005,7,1
201712001544,8.292022,7.31,1,4
201712001544,8.308213,7.31,2,3
201712001544,8.298124,7.31,3,2
201712001544,8.3226185,7.31,4,1
201712001567,8.292251,9.51,1,7
201712001567,8.308311,9.51,2,6
201712001567,8.298028,9.51,3,5
201712001567,8.322773,9.51,4,4
201712001567,9.639742,9.51,5,3
201712001567,9.75785,9.51,6,2
201712001567,9.759038,9.51,7,1
201712001712,19.660177,27.800000000000004,1,6
201712001712,19.843674,27.800000000000004,2,5
201712001712,19.8561,27.800000000000004,3,4
201712001712,19.863611,27.800000000000004,4,3
201712001712,19.83225,27.800000000000004,5,2
201712001712,36.614162,27.800000000000004,6,1
201712001739,8.292502,9.51,1,7
201712001739,8.308561,9.51,2,6
201712001739,8.29835,9.51,3,5
201712001739,8.323042,9.51,4,4
201712001739,9.677825,9.51,5,3
201712001739,9.781445,9.51,6,2
201712001739,9.758026,9.51,7,1
201712003169,8.292663,8.11,1,5
201712003169,8.308843,8.11,2,4
201712003169,8.429702,8.11,3,3
201712003169,8.38991,8.11,4,2
201712003169,8.339816,8.11,5,1
201712004837,8.292332,8.11,1,5
201712004837,8.308397,8.11,2,4
201712004837,8.298808,8.11,3,3
201712004837,8.393196,8.11,4,2
201712004837,8.340075,8.11,5,1
201712005829,8.292391,8.11,1,5
201712005829,8.308634,8.11,2,4
201712005829,8.298892,8.11,3,3
201712005829,8.396347,8.11,4,2
201712005829,8.338296,8.11,5,1
201712005898,8.287592,8.11,1,5
201712005898,8.303976,8.11,2,4
201712005898,8.29369,8.11,3,3
201712005898,8.319902,8.11,4,2
201712005898,8.3287,8.11,5,1
201712006242,12.329143,14.51,1,8
201712006242,12.477581,14.51,2,7
201712006242,12.587618,14.51,3,6
201712006242,12.382257,14.51,4,5
201712006242,14.350182,14.51,5,4
201712006242,14.303898,14.51,6,3
201712006242,14.30032,14.51,7,2
201712006242,14.411504,14.51,8,1
201712006476,8.291978,19.710000000000004,1,11
201712006476,8.308092,19.710000000000004,2,10
201712006476,8.277033,19.710000000000004,3,9
201712006476,8.31492,19.710000000000004,4,8
201712006476,9.669443,19.710000000000004,5,7
201712006476,9.759393,19.710000000000004,6,6
201712006476,9.744522,19.710000000000004,7,5
201712006476,17.34893,19.710000000000004,8,4
201712006476,21.183369,19.710000000000004,9,3
201712006476,22.46041,19.710000000000004,10,2
201712006476,22.55436,19.710000000000004,11,1
201712006532,8.291413,8.11,1,5
201712006532,8.307505,8.11,2,4
201712006532,8.297246,8.11,3,3
201712006532,8.322506,8.11,4,2
201712006532,8.332268,8.11,5,1
201712006630,8.29256,8.11,1,5
201712006630,8.308718,8.11,2,4
201712006630,8.2990885,8.11,3,3
201712006630,8.392405,8.11,4,2
201712006630,8.342047,8.11,5,1
201810000003,19.656843,15.110000000000005,1,5
201810000003,14.955875,15.110000000000005,2,4
201810000003,14.965634,15.110000000000005,3,3
201810000003,14.961687,15.110000000000005,4,2
201810000003,15.024278,15.110000000000005,5,1
201810000005,19.657732,14.510000000000005,1,4
201810000005,14.96096,14.510000000000005,2,3
201810000005,14.96177,14.510000000000005,3,2
201810000005,14.963535,14.510000000000005,4,1
201810000008,19.662956,19.800000000000004,1,5
201810000008,19.842123,19.800000000000004,2,4
201810000008,19.855904,19.800000000000004,3,3
201810000008,19.863468,19.800000000000004,4,2
201810000008,19.832169,19.800000000000004,5,1
201810000010,8.291389,8.11,1,5
201810000010,8.307747,8.11,2,4
201810000010,8.297565,8.11,3,3
201810000010,8.322037,8.11,4,2
201810000010,8.318249,8.11,5,1
201810000013,8.291387,8.11,1,5
201810000013,8.307645,8.11,2,4
201810000013,8.297192,8.11,3,3
201810000013,8.321597,8.11,4,2
201810000013,8.33339,8.11,5,1
201810000020,8.291702,8.11,1,5
201810000020,8.307929,8.11,2,4
201810000020,8.297662,8.11,3,3
201810000020,8.321441,8.11,4,2
201810000020,8.330553,8.11,5,1
201810000023,8.291068,8.11,1,5
201810000023,8.307534,8.11,2,4
201810000023,8.296663,8.11,3,3
201810000023,8.321242,8.11,4,2
201810000023,8.331669,8.11,5,1
201810000026,19.66497,19.800000000000004,1,5
201810000026,19.844122,19.800000000000004,2,4
201810000026,19.85631,19.800000000000004,3,3
201810000026,19.863409,19.800000000000004,4,2
201810000026,19.8322,19.800000000000004,5,1
201810000027,8.284629,8.11,1,5
201810000027,8.302468,8.11,2,4
201810000027,8.292606,8.11,3,3
201810000027,8.318293,8.11,4,2
201810000027,8.311302,8.11,5,1
201810000029,13.344957,13.11,1,6
201810000029,13.35972,13.11,2,5
201810000029,13.762306,13.11,3,4
201810000029,13.85609,13.11,4,3
201810000029,13.108962,13.11,5,2
201810000029,13.222139,13.11,6,1
201810000031,8.292559,8.11,1,5
201810000031,8.30866,8.11,2,4
201810000031,8.304716,8.11,3,3
201810000031,8.385781,8.11,4,2
201810000031,8.343012,8.11,5,1
201810000034,19.664421,19.800000000000004,1,5
201810000034,19.840895,19.800000000000004,2,4
201810000034,19.856218,19.800000000000004,3,3
201810000034,19.863506,19.800000000000004,4,2
201810000034,19.832186,19.800000000000004,5,1
201810000035,8.292464,8.11,1,5
201810000035,8.308597,8.11,2,4
201810000035,8.299339,8.11,3,3
201810000035,8.394079,8.11,4,2
201810000035,8.341748,8.11,5,1
201810000036,8.292649,8.11,1,5
201810000036,8.308879,8.11,2,4
201810000036,8.369603,8.11,3,3
201810000036,8.38635,8.11,4,2
201810000036,8.331515,8.11,5,1
201810000037,8.292478,8.11,1,5
201810000037,8.308587,8.11,2,4
201810000037,8.482188,8.11,3,3
201810000037,8.384479,8.11,4,2
201810000037,8.32897,8.11,5,1
201810000038,19.659382,19.800000000000004,1,5
201810000038,19.845007,19.800000000000004,2,4
201810000038,19.85594,19.800000000000004,3,3
201810000038,19.863476,19.800000000000004,4,2
201810000038,19.832106,19.800000000000004,5,1
201810000043,19.657824,19.800000000000004,1,5
201810000043,19.829842,19.800000000000004,2,4
201810000043,19.855944,19.800000000000004,3,3
201810000043,19.863195,19.800000000000004,4,2
201810000043,19.832169,19.800000000000004,5,1
201810000044,19.65751,19.800000000000004,1,5
201810000044,19.845955,19.800000000000004,2,4
201810000044,19.856224,19.800000000000004,3,3
201810000044,19.863451,19.800000000000004,4,2
201810000044,19.832153,19.800000000000004,5,1
201810000045,8.292596,8.11,1,5
201810000045,8.309353,8.11,2,4
201810000045,8.4858055,8.11,3,3
201810000045,8.394437,8.11,4,2
201810000045,8.345281,8.11,5,1
201810000048,19.657194,19.800000000000004,1,5
201810000048,19.84669,19.800000000000004,2,4
201810000048,19.856182,19.800000000000004,3,3
201810000048,19.86349,19.800000000000004,4,2
201810000048,19.832111,19.800000000000004,5,1
201810000049,19.668392,15.110000000000005,1,5
201810000049,14.95769,15.110000000000005,2,4
201810000049,14.962887,15.110000000000005,3,3
201810000049,14.973809,15.110000000000005,4,2
201810000049,15.073578,15.110000000000005,5,1
201810000050,19.669823,19.800000000000004,1,5
201810000050,19.846363,19.800000000000004,2,4
201810000050,19.856194,19.800000000000004,3,3
201810000050,19.863438,19.800000000000004,4,2
201810000050,19.832157,19.800000000000004,5,1
201810000051,8.291599,8.11,1,5
201810000051,8.307863,8.11,2,4
201810000051,8.297718,8.11,3,3
201810000051,8.32175,8.11,4,2
201810000051,8.333826,8.11,5,1
201810000059,13.7536335,13.11,1,6
201810000059,13.87146,13.11,2,5
201810000059,13.922051,13.11,3,4
201810000059,13.92621,13.11,4,3
201810000059,13.173435,13.11,5,2
201810000059,13.279798,13.11,6,1
201810000061,19.65762,19.800000000000004,1,5
201810000061,19.829926,19.800000000000004,2,4
201810000061,19.856321,19.800000000000004,3,3
201810000061,19.863235,19.800000000000004,4,2
201810000061,19.832165,19.800000000000004,5,1
201810000062,12.679964,4.5,1,3
201810000062,12.566529,4.5,2,2
201810000062,12.547428,4.5,3,1
201810000064,8.29159,8.11,1,5
201810000064,8.307952,8.11,2,4
201810000064,8.297561,8.11,3,3
201810000064,8.322038,8.11,4,2
201810000064,8.333071,8.11,5,1
201810000068,19.65845,19.800000000000004,1,5
201810000068,19.829828,19.800000000000004,2,4
201810000068,19.85631,19.800000000000004,3,3
201810000068,19.86324,19.800000000000004,4,2
201810000068,19.832188,19.800000000000004,5,1
201810000074,19.65731,21.200000000000006,1,7
201810000074,19.836483,21.200000000000006,2,6
201810000074,19.856869,21.200000000000006,3,5
201810000074,19.86339,21.200000000000006,4,4
201810000074,21.506695,21.200000000000006,5,3
201810000074,20.29253,21.200000000000006,6,2
201810000074,25.810698,21.200000000000006,7,1
201810000075,8.28808,8.11,1,5
201810000075,8.304271,8.11,2,4
201810000075,8.29401,8.11,3,3
201810000075,8.319664,8.11,4,2
201810000075,8.319002,8.11,5,1
201810000076,19.657093,19.800000000000004,1,5
201810000076,19.832554,19.800000000000004,2,4
201810000076,19.85649,19.800000000000004,3,3
201810000076,19.863436,19.800000000000004,4,2
201810000076,19.83213,19.800000000000004,5,1
201810000079,19.660482,19.800000000000004,1,5
201810000079,19.843851,19.800000000000004,2,4
201810000079,19.855997,19.800000000000004,3,3
201810000079,19.863441,19.800000000000004,4,2
201810000079,19.832123,19.800000000000004,5,1
201810000080,19.656729,19.800000000000004,1,5
201810000080,19.845224,19.800000000000004,2,4
201810000080,19.856226,19.800000000000004,3,3
201810000080,19.863495,19.800000000000004,4,2
201810000080,19.832167,19.800000000000004,5,1
201810000081,19.657665,19.800000000000004,1,5
201810000081,19.846855,19.800000000000004,2,4
201810000081,19.856205,19.800000000000004,3,3
201810000081,19.863468,19.800000000000004,4,2
201810000081,19.832132,19.800000000000004,5,1
201810000082,19.664038,19.800000000000004,1,5
201810000082,19.848398,19.800000000000004,2,4
201810000082,19.856321,19.800000000000004,3,3
201810000082,19.863514,19.800000000000004,4,2
201810000082,19.832241,19.800000000000004,5,1
201810000091,8.292229,8.11,1,5
201810000091,8.308361,8.11,2,4
201810000091,8.298188,8.11,3,3
201810000091,8.322917,8.11,4,2
201810000091,8.3225355,8.11,5,1
201810000095,8.292584,8.11,1,5
201810000095,8.308948,8.11,2,4
201810000095,8.461849,8.11,3,3
201810000095,8.388127,8.11,4,2
201810000095,8.324865,8.11,5,1
201810000096,19.65807,19.800000000000004,1,5
201810000096,19.829922,19.800000000000004,2,4
201810000096,19.856323,19.800000000000004,3,3
201810000096,19.863176,19.800000000000004,4,2
201810000096,19.83212,19.800000000000004,5,1
201810000100,19.657711,19.800000000000004,1,5
201810000100,19.834503,19.800000000000004,2,4
201810000100,19.85586,19.800000000000004,3,3
201810000100,19.863144,19.800000000000004,4,2
201810000100,19.832125,19.800000000000004,5,1
201810000102,19.657125,19.800000000000004,1,5
201810000102,19.845333,19.800000000000004,2,4
201810000102,19.856213,19.800000000000004,3,3
201810000102,19.863432,19.800000000000004,4,2
201810000102,19.83213,19.800000000000004,5,1
201810000103,19.674797,19.800000000000004,1,5
201810000103,19.84371,19.800000000000004,2,4
201810000103,19.856043,19.800000000000004,3,3
201810000103,19.863453,19.800000000000004,4,2
201810000103,19.832155,19.800000000000004,5,1
201810000105,19.656336,19.800000000000004,1,5
201810000105,19.843914,19.800000000000004,2,4
201810000105,19.85583,19.800000000000004,3,3
201810000105,19.8634,19.800000000000004,4,2
201810000105,19.832079,19.800000000000004,5,1
201810000106,19.677794,15.110000000000005,1,5
201810000106,14.954428,15.110000000000005,2,4
201810000106,14.956697,15.110000000000005,3,3
201810000106,14.964531,15.110000000000005,4,2
201810000106,15.061631,15.110000000000005,5,1
201810000107,19.657003,19.800000000000004,1,5
201810000107,19.844893,19.800000000000004,2,4
201810000107,19.856129,19.800000000000004,3,3
201810000107,19.863436,19.800000000000004,4,2
201810000107,19.832111,19.800000000000004,5,1
201810000109,8.283166,8.11,1,5
201810000109,8.300985,8.11,2,4
201810000109,8.290846,8.11,3,3
201810000109,8.316843,8.11,4,2
201810000109,8.325585,8.11,5,1
201810000111,19.661125,19.800000000000004,1,5
201810000111,19.84758,19.800000000000004,2,4
201810000111,19.856138,19.800000000000004,3,3
201810000111,19.863556,19.800000000000004,4,2
201810000111,19.832157,19.800000000000004,5,1
201810000113,12.681631,12.5,1,4
201810000113,12.566351,12.5,2,3
201810000113,12.548474,12.5,3,2
201810000113,12.539377,12.5,4,1
201810000114,19.658133,19.800000000000004,1,5
201810000114,19.829859,19.800000000000004,2,4
201810000114,19.856367,19.800000000000004,3,3
201810000114,19.863373,19.800000000000004,4,2
201810000114,19.832193,19.800000000000004,5,1
201810000115,19.674124,19.800000000000004,1,5
201810000115,19.846802,19.800000000000004,2,4
201810000115,19.856243,19.800000000000004,3,3
201810000115,19.863514,19.800000000000004,4,2
201810000115,19.832176,19.800000000000004,5,1
201810000116,19.658998,19.800000000000004,1,5
201810000116,19.84394,19.800000000000004,2,4
201810000116,19.85613,19.800000000000004,3,3
201810000116,19.863365,19.800000000000004,4,2
201810000116,19.83218,19.800000000000004,5,1
201810000118,19.662989,19.800000000000004,1,5
201810000118,19.847103,19.800000000000004,2,4
201810000118,19.856354,19.800000000000004,3,3
201810000118,19.863516,19.800000000000004,4,2
201810000118,19.832216,19.800000000000004,5,1
201810000121,19.658804,19.800000000000004,1,5
201810000121,19.829971,19.800000000000004,2,4
201810000121,19.855955,19.800000000000004,3,3
201810000121,19.8632,19.800000000000004,4,2
201810000121,19.832172,19.800000000000004,5,1
201810000122,19.657253,21.200000000000006,1,7
201810000122,19.843876,21.200000000000006,2,6
201810000122,19.85683,21.200000000000006,3,5
201810000122,19.863264,21.200000000000006,4,4
201810000122,21.698105,21.200000000000006,5,3
201810000122,20.284063,21.200000000000006,6,2
201810000122,25.809027,21.200000000000006,7,1
201810000123,19.657362,19.800000000000004,1,5
201810000123,19.829948,19.800000000000004,2,4
201810000123,19.856205,19.800000000000004,3,3
201810000123,19.863161,19.800000000000004,4,2
201810000123,19.832142,19.800000000000004,5,1
201810000126,19.675867,19.800000000000004,1,5
201810000126,19.83364,19.800000000000004,2,4
201810000126,19.856066,19.800000000000004,3,3
201810000126,19.863207,19.800000000000004,4,2
201810000126,19.832172,19.800000000000004,5,1
201810000128,19.658964,19.800000000000004,1,5
201810000128,19.82993,19.800000000000004,2,4
201810000128,19.856564,19.800000000000004,3,3
201810000128,19.863195,19.800000000000004,4,2
201810000128,19.832157,19.800000000000004,5,1
201810000133,8.290563,8.11,1,5
201810000133,8.3070965,8.11,2,4
201810000133,8.296896,8.11,3,3
201810000133,8.321544,8.11,4,2
201810000133,8.332766,8.11,5,1
201810000136,8.292057,8.11,1,5
201810000136,8.308192,8.11,2,4
201810000136,8.298561,8.11,3,3
201810000136,8.328238,8.11,4,2
201810000136,8.332313,8.11,5,1
201810000137,12.6819935,12.5,1,4
201810000137,12.565723,12.5,2,3
201810000137,12.5474615,12.5,3,2
201810000137,12.539925,12.5,4,1
201810000140,19.657028,19.800000000000004,1,5
201810000140,19.845697,19.800000000000004,2,4
201810000140,19.856127,19.800000000000004,3,3
201810000140,19.8634,19.800000000000004,4,2
201810000140,19.832108,19.800000000000004,5,1
201810000143,8.29265,16.11,1,6
201810000143,8.30874,16.11,2,5
201810000143,8.330147,16.11,3,4
201810000143,8.38479,16.11,4,3
201810000143,8.360373,16.11,5,2
201810000143,17.226765,16.11,6,1
201810000147,19.65683,27.800000000000004,1,6
201810000147,19.845308,27.800000000000004,2,5
201810000147,19.856396,27.800000000000004,3,4
201810000147,19.863598,27.800000000000004,4,3
201810000147,19.832157,27.800000000000004,5,2
201810000147,36.59744,27.800000000000004,6,1
201810000150,13.758666,9.51,1,7
201810000150,13.871324,9.51,2,6
201810000150,13.925057,9.51,3,5
201810000150,13.931285,9.51,4,4
201810000150,14.636199,9.51,5,3
201810000150,14.60667,9.51,6,2
201810000150,14.547599,9.51,7,1
201810000152,8.290093,8.11,1,5
201810000152,8.306684,8.11,2,4
201810000152,8.296473,8.11,3,3
201810000152,8.32143,8.11,4,2
201810000152,8.332314,8.11,5,1
201810000153,8.292487,8.11,1,5
201810000153,8.308559,8.11,2,4
201810000153,8.303422,8.11,3,3
201810000153,8.384592,8.11,4,2
201810000153,8.345428,8.11,5,1
201810000156,19.673512,19.800000000000004,1,5
201810000156,19.845474,19.800000000000004,2,4
201810000156,19.856348,19.800000000000004,3,3
201810000156,19.863472,19.800000000000004,4,2
201810000156,19.832159,19.800000000000004,5,1
201810000163,8.289367,8.11,1,5
201810000163,8.305926,8.11,2,4
201810000163,8.295693,8.11,3,3
201810000163,8.320754,8.11,4,2
201810000163,8.331359,8.11,5,1
201810000164,13.574137,13.11,1,6
201810000164,13.614503,13.11,2,5
201810000164,13.854257,13.11,3,4
201810000164,13.907153,13.11,4,3
201810000164,13.153788,13.11,5,2
201810000164,13.240731,13.11,6,1
201810000165,13.746607,13.11,1,6
201810000165,13.871411,13.11,2,5
201810000165,13.914077,13.11,3,4
201810000165,13.928504,13.11,4,3
201810000165,13.164168,13.11,5,2
201810000165,13.326989,13.11,6,1
201810000167,13.762191,15.910000000000002,1,10
201810000167,13.866149,15.910000000000002,2,9
201810000167,13.910339,15.910000000000002,3,8
201810000167,13.92729,15.910000000000002,4,7
201810000167,14.602032,15.910000000000002,5,6
201810000167,14.530547,15.910000000000002,6,5
201810000167,15.955188,15.910000000000002,7,4
201810000167,15.9753685,15.910000000000002,8,3
201810000167,15.7127285,15.910000000000002,9,2
