CASE ID,remaining_time,TEST,Events from start,Events from end
7,11.958103,374.6521759259259,1,13
7,12.589144,374.6520601851852,2,12
7,12.755551,374.6490972222222,3,11
7,12.845572,374.60881944444446,4,10
7,12.853591,374.60819444444445,5,9
7,12.854475,374.55251157407406,6,8
7,12.854626,374.5524537037037,7,7
7,12.8546295,374.50049768518517,8,6
7,12.854518,374.4977314814815,9,5
7,12.854504,366.4040162037037,10,4
7,5.4665055,37.39244212962963,11,3
7,5.0494323,7.679201388888889,12,2
7,3.8813736,7.677407407407407,13,1
12,11.967854,344.66578703703703,1,13
12,12.573875,344.665462962963,2,12
12,12.750029,344.6563194444444,3,11
12,12.845837,340.50314814814817,4,10
12,12.853969,340.5025347222222,5,9
12,12.854789,340.46875,6,8
12,12.854957,340.4670717592593,7,7
12,12.854967,310.35686342592595,8,6
12,12.854907,310.3568287037037,9,5
12,12.854766,296.4513425925926,10,4
12,11.744561,22.302488425925926,11,3
12,4.4802895,7.662847222222222,12,2
12,3.9225311,7.662592592592593,13,1
13,11.966292,344.33592592592595,1,42
13,12.581998,344.3311458333333,2,41
13,12.749222,344.32824074074074,3,40
13,12.845681,340.5184837962963,4,39
13,12.853924,340.51645833333333,5,38
13,12.854733,340.4988773148148,6,37
13,12.85489,340.4971875,7,36
13,12.854682,339.3680787037037,8,35
13,12.854878,339.36806712962965,9,34
13,12.854596,339.2366666666667,10,33
13,12.854562,339.2366435185185,11,32
13,12.85471,310.3585532407407,12,31
13,8.482523,310.3580787037037,13,30
13,11.695426,310.28185185185185,14,29
13,12.526236,310.27064814814815,15,28
13,12.51021,310.2692013888889,16,27
13,12.803089,310.2691550925926,17,26
13,12.807271,310.26883101851854,18,25
13,12.814907,309.6437037037037,19,24
13,12.811422,309.6312731481481,20,23
13,12.819898,309.4136111111111,21,22
13,12.819913,309.41353009259257,22,21
13,12.794211,309.41297453703703,23,20
13,12.807542,309.41216435185186,24,19
13,12.589113,309.35545138888887,25,18
13,12.819367,309.34952546296296,26,17
13,12.82998,308.49274305555554,27,16
13,12.834871,308.4619675925926,28,15
13,12.834927,308.46122685185185,29,14
13,12.8349495,308.46119212962964,30,13
13,12.62744,308.4611458333333,31,12
13,12.832336,305.5600462962963,32,11
13,12.828565,305.4505902777778,33,10
13,12.569871,305.4445023148148,34,9
13,12.784628,305.44313657407406,35,8
13,12.660978,302.4505902777778,36,7
13,12.732325,298.3474884259259,37,6
13,12.8334255,298.34706018518517,38,5
13,12.834672,269.32479166666667,39,4
13,11.694587,35.585601851851855,40,3
13,6.6801214,7.662268518518519,41,2
13,4.878476,7.661631944444444,42,1
19,11.969427,302.2505208333333,1,11
19,12.5764885,302.2504398148148,2,10
19,12.748142,302.24902777777777,3,9
19,12.8452635,301.6512847222222,4,8
19,12.853996,301.63814814814816,5,7
19,12.854878,301.6034490740741,6,6
19,12.689786,301.6003240740741,7,5
19,12.8392725,296.39640046296296,8,4
19,8.392734,58.32761574074074,9,3
19,1.1226448,7.657418981481482,10,2
19,0.35535195,7.656828703703703,11,1
20,11.9657345,291.4001388888889,1,22
20,12.578486,291.3999768518519,2,21
20,12.748204,291.39671296296297,3,20
20,12.845493,291.37041666666664,4,19
20,12.853844,291.36611111111114,5,18
20,12.854696,291.35501157407407,6,17
20,12.854854,291.3533796296296,7,16
20,12.854865,291.3500462962963,8,15
20,12.854842,291.34922453703706,9,14
20,12.854794,291.30952546296294,10,13
20,12.854725,291.30497685185185,11,12
20,12.854666,291.3049652777778,12,11
20,12.854599,291.3040046296296,13,10
20,12.85454,291.3025,14,9
20,12.854494,290.5124652777778,15,8
20,12.854442,290.39390046296296,16,7
20,12.854398,290.3932986111111,17,6
20,12.854346,290.39005787037036,18,5
20,12.854299,269.32207175925925,19,4
20,12.854042,35.585034722222225,20,3
20,7.1046295,7.656469907407407,21,2
20,7.1592326,7.65619212962963,22,1
24,11.957968,269.58377314814817,1,26
24,12.578514,269.58355324074074,2,25
24,12.74653,269.583125,3,24
24,12.844941,269.44512731481484,4,23
24,12.853491,269.44511574074073,5,22
24,12.854427,269.416875,6,21
24,12.854626,269.41315972222225,7,20
24,12.854631,269.4089814814815,8,19
24,12.854612,269.4070949074074,9,18
24,12.854557,269.39627314814817,10,17
24,12.854504,269.36508101851854,11,16
24,12.854442,269.3647569444444,12,15
24,12.854372,269.3647453703704,13,14
24,12.854287,269.36219907407406,14,13
24,12.854269,269.36212962962964,15,12
24,12.854165,268.7107986111111,16,11
24,12.837335,267.46475694444445,17,10
24,12.852495,267.4647106481481,18,9
24,12.853828,267.46386574074074,19,8
24,12.853975,266.52797453703704,20,7
24,12.853974,266.5279050925926,21,6
24,12.85393,249.5365162037037,22,5
24,12.853908,228.33289351851852,23,4
24,12.84886,58.315752314814816,24,3
24,7.113439,7.653900462962963,25,2
24,7.15917,7.652777777777778,26,1
28,11.943593,249.40670138888888,1,12
28,12.182526,249.40652777777777,2,11
28,12.566071,249.4011226851852,3,10
28,12.734808,249.3858101851852,4,9
28,12.843758,248.51636574074075,5,8
28,12.852421,248.51635416666667,6,7
28,12.853526,248.4972800925926,7,6
28,12.853767,248.49600694444445,8,5
28,12.853815,238.30550925925925,9,4
28,12.853767,58.3119212962963,10,3
28,7.112733,7.651296296296296,11,2
28,7.160199,7.649594907407407,12,1
30,0.6717724,230.1513310185185,1,13
30,0.5121283,230.15119212962964,2,12
30,0.4726788,230.1459027777778,3,11
30,0.80170625,230.14568287037036,4,10
30,0.5263908,229.63185185185185,5,9
30,0.6063891,229.6301273148148,6,8
30,0.5076958,225.60799768518518,7,7
30,0.20621343,225.6072800925926,8,6
30,0.80682987,225.39385416666667,9,5
30,0.44049945,140.55403935185186,10,4
30,0.5901623,140.5533912037037,11,3
30,0.23126037,7.310428240740741,12,2
30,0.2323039,7.310162037037037,13,1
35,11.968107,195.83578703703705,1,10
35,11.792787,195.83563657407407,2,9
35,11.933389,195.83113425925927,3,8
35,7.433048,192.8348611111111,4,7
35,0.33955276,189.02277777777778,5,6
35,1.519286,189.02072916666665,6,5
35,0.2616968,154.07354166666667,7,4
35,0.8247925,154.07246527777778,8,3
35,0.13796414,0.00011574074074074075,9,2
35,0.113050506,1.1574074074074073e-05,10,1
37,11.95615,191.92071759259258,1,14
37,12.540741,191.919375,2,13
37,12.738805,191.91712962962964,3,12
37,12.843404,191.91469907407406,4,11
37,12.853056,191.8992939814815,5,10
37,12.854077,191.8992824074074,6,9
37,12.854232,191.84354166666665,7,8
37,12.850539,191.8391898148148,8,7
37,11.723626,190.91840277777777,9,6
37,8.154066,189.0335763888889,10,5
37,11.658093,189.03244212962963,11,4
37,0.2865053,0.001736111111111111,12,3
37,0.12473827,0.0008564814814814815,13,2
37,0.11464553,2.3148148148148147e-05,14,1
39,11.958427,186.68078703703705,1,10
39,12.575943,186.6805787037037,2,9
39,12.720382,186.67657407407407,3,8
39,11.782147,186.48175925925926,4,7
39,9.977196,186.48152777777779,5,6
39,8.353548,186.36539351851852,6,5
39,6.8535113,186.3653125,7,4
39,1.1472173,163.45730324074074,8,3
39,1.2698035,120.61475694444445,9,2
39,0.29834104,7.372222222222222,10,1
41,11.965724,186.29520833333333,1,14
41,12.578243,186.29493055555557,2,13
41,12.74774,186.29229166666667,3,12
41,12.845644,185.61049768518518,4,11
41,12.853882,185.6061226851852,5,10
41,12.854739,185.60611111111112,6,9
41,12.854903,185.60582175925927,7,8
41,12.854887,185.60575231481482,8,7
41,12.854854,185.59586805555554,9,6
